"words"	2964
"the"	207
7	224
4	618
5	366
6	339
3	644
8	102
9	81
1	71
10	40
11	28
12	9
13	7
15	2
16	1
2	432
"u"	34
"v"	119
"w"	165
"y"	56
"i"	151
"j"	11
"k"	32
"c"	131
"d"	97
"e"	51
"f"	127
"g"	78
"h"	275
"q"	3
"r"	60
"s"	199
"b"	189
"l"	77
"m"	93
"n"	60
"o"	159
"p"	76
"a"	229
"t"	492
7	2.5758928571
4	1.5275080906
5	1.7923497268
6	2.2241887906
3	1.1645962733
8	2.9411764706
9	3.4814814815
1	1.0
10	3.75
11	4.2857142857
12	4.7777777778
13	5.2857142857
15	5.5
16	7.0
2	1.0
